rh,wspd,appT,vp,temp,vpT
15.2,0.36,83.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
15.8,0.02,79.7,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16,0.26,77.5,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
15.5,0.28,71,0.441011643907729,0.348186515082716,0.656634670904027,T15_RH70_Wcalm-light breeze
16.1,0.32,80.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
15.5,0.72,73.2,0.441011643907729,0.348186515082716,0.656634670904027,T15_RH70_Wcalm-light breeze
16.5,0.9,84.7,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.2,0.72,88.5,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
15.8,0.68,86.9,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
18.8,0.85,82.9,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.7,0.57,83.5,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.8,0.53,83.9,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
19.1,0.54,84.1,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
19.6,0.09,81.1,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
20,0.28,78.7,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
20,0.32,68.8,0.4481199818455,0.301538367316806,0.568662306008522,T20_RH70_Wcalm-light breeze
20.7,0.42,74.9,0.4481199818455,0.301538367316806,0.568662306008522,T20_RH70_Wcalm-light breeze
19.7,0.97,72.3,0.4481199818455,0.301538367316806,0.568662306008522,T20_RH70_Wcalm-light breeze
20.2,0.96,84,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
19.8,0.89,87.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
19.6,0.9,85.9,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
17.8,0.96,85.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
17.8,0.8,85.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
17.9,0.78,85.8,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.3,0.77,85.1,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.4,0.19,84.1,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.7,0.33,83.9,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.6,0.35,73.7,0.4481199818455,0.301538367316806,0.568662306008522,T20_RH70_Wcalm-light breeze
19.4,0.49,79,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.5,1.27,75.6,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
19,1.09,87.8,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wcalm-light breeze
18.5,1.11,92,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wcalm-light breeze
18.5,1.2,88.7,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wcalm-light breeze
23.1,0.9,82.8,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.4,1.02,81.6,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
23.6,1.07,81.7,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
23.9,0.94,81.2,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.4,0.39,83,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.7,0.35,83.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.5,0.27,77,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.5,0.49,78.7,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.6,1.49,76.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
24.1,1.15,84.2,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
23.7,1.25,87.3,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
23.7,1.45,84.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
24.8,0.82,83.7,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.1,1.32,82.5,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.2,1.39,82.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.7,1.05,81.7,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.2,0.52,83.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.3,0.48,86.2,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
24.9,0.38,81.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.7,0.63,83.8,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.9,1.77,81.3,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.7,1.15,84.7,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.3,1.37,87.4,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
25.4,1.68,85.7,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.7,0.93,87.1,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
25,1.77,86.1,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.2,1.75,86.1,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.8,1.23,83.6,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.2,0.44,86.4,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
25.3,0.67,89.9,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
24.7,0.55,87.1,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
25.4,0.86,89.7,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
24.6,2,86.9,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.6,1.04,87.7,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
25.3,1.48,89.9,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
25.3,1.89,88.3,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.6,3.15,91.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.9,5.16,90.8,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wlight-gentle breeze
25.2,4.28,90.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
25.8,2.63,86.7,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.4,0.92,88.7,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
25.3,1.92,94.5,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.8,1.86,92.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.4,3.22,95.5,NaN,NaN,0.404294284674554,T25_RH100_Wlight-gentle breeze
24.6,4.62,92.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
25.6,0.08,92.3,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
25.3,2.28,93.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.4,3.82,91.2,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.1,5.17,90.9,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wlight-gentle breeze
24.3,7.98,90.8,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.5,6.21,90.7,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
25.1,3.57,87.5,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.6,2.87,89.8,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.6,4.73,95.7,NaN,NaN,0.404294284674554,T25_RH100_Wlight-gentle breeze
24.2,4.67,93,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.8,5.85,95.5,NaN,NaN,0.360688142650929,T25_RH100_Wgentle-fresh breeze
23.9,7.59,93,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.8,2.23,93.9,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.6,1.2,94.7,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
24.6,4.21,93.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.5,6.52,87.1,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
24.8,9.33,85.6,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
25.1,7.08,85,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
25.6,3.75,83.4,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.1,4.23,85.6,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
24.9,7.26,92.7,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.7,6.96,88.3,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
25.2,7.18,90.4,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.3,8.7,88.8,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.1,3.9,89.7,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
25,1.03,90.2,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wcalm-light breeze
25.1,2.73,89.1,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.1,7.06,84.1,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
25.4,9.87,82.6,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
25.7,7.38,82.3,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.2,3.57,81.1,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.8,4.75,83,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.5,8.06,90,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.4,7.8,85.7,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.8,7.59,87.9,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.9,9,86.7,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.8,4.45,86.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
25.5,2.06,87.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.7,1.77,86.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.9,7.37,83.8,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
25.3,10.38,81.5,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
25.6,7.58,81.3,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.2,3.18,79.9,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.6,5.28,83.1,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wlight-gentle breeze
25.4,8.64,90,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.4,8.52,85.3,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
25.8,7.93,87.3,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
24.8,9.29,86.5,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
25.7,4.92,85.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
25.4,2.9,86.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.5,0.78,86.4,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
23.2,0.45,81.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23,0.07,82.2,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23,0.24,84,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.2,0.28,83.7,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.2,0.06,82.3,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.2,0.35,80.5,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
22.7,0.41,76.8,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.6,0.39,81,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.3,0.81,76.5,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.5,1.06,80.6,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
24.3,0.74,83.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.9,0.7,83.9,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
16.5,0.61,84.2,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.4,0.2,84.2,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.4,0.3,85.8,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
16.7,0.29,85.2,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
17.1,0.05,82,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
17.2,0.38,80.5,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.6,0.41,75.2,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
17.4,0.44,83.5,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.9,0.9,76.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
17.9,0.88,85.8,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
17.6,0.74,89.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
17.4,0.66,87.5,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
13.1,0.82,84.2,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.1,0.42,82.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.1,0.42,84.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.6,0.36,83.5,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
14,0.08,80.7,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
14,0.49,80.7,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.4,0.59,72.8,0.441011643907729,0.348186515082716,0.656634670904027,T15_RH70_Wcalm-light breeze
14,0.6,83.8,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.5,1.15,75.6,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wcalm-light breeze
14.6,0.81,87.8,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
14.2,0.84,92,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
14,0.79,88.2,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
13.5,1.03,84.7,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wcalm-light breeze
13.6,0.67,84.1,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
13.7,0.57,84.8,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
14.2,0.48,83.4,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
14.4,0.09,82.9,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
14.5,0.61,83,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
